Sample #,Relative Time[s],Flow [ml/min]
534,0.5274,-0.014
535,0.5284,-0.002
536,0.5295,0.01
537,0.5305,-0.002
538,0.5315,0.01
539,0.5326,0.01
540,0.5336,0.02
541,0.5346,0.02
542,0.5357,0.01
543,0.5367,0.01
544,0.5377,0.01
545,0.5388,0.01
546,0.5398,-0.002
547,0.5408,-0.012
548,0.5419,0.01
549,0.5429,0.01
550,0.5439,-0.012
551,0.545,-0.024
552,0.546,-0.002
553,0.547,0.01
554,0.5481,0.01
555,0.5491,0.01
556,0.5502,-0.002
557,0.5512,0.01
558,0.5522,0.02
559,0.5533,-0.012
560,0.5543,0.01
561,0.5553,0.01
562,0.5564,0.01
563,0.5574,0.02
564,0.5584,0.01
565,0.5595,-0.002
566,0.5605,-0.014
567,0.5615,-0.002
568,0.5626,-0.012
569,0.5636,-0.012
570,0.5646,0.02
571,0.5657,-0.002
572,0.5666,-0.024
573,0.5675,0.01
574,0.5683,-0.012
575,0.5692,-0.012
576,0.5701,-0.012
577,0.571,0.01
578,0.5719,0.01
579,0.5728,-0.002
580,0.5737,-0.002
581,0.5746,0.02
582,0.5755,0.02
583,0.5764,-0.014
584,0.5772,0.01
585,0.5781,-0.002
586,0.579,-0.002
587,0.5799,-0.012
588,0.5808,-0.012
589,0.5817,-0.002
590,0.5826,-0.002
591,0.5835,0.01
592,0.5844,-0.014
593,0.5853,0.01
594,0.5861,-0.002
595,0.587,-0.012
596,0.5879,0.02
597,0.5888,0.01
598,0.5897,-0.002
599,0.5906,0.01
600,0.5915,0.01
601,0.5924,0.02
602,0.5933,-0.002
603,0.5942,0.01
604,0.595,-0.002
605,0.5959,0.01
606,0.5968,-0.002
607,0.5977,0.02
608,0.5986,0.01
609,0.5995,0.01
610,0.6004,-0.012
611,0.6013,-0.002
612,0.6022,-0.002
613,0.6031,-0.002
614,0.6039,-0.012
615,0.6048,-0.002
616,0.6057,0.01
617,0.6066,-0.002
618,0.6075,0.01
619,0.6085,-0.002
620,0.6095,0.01
621,0.6104,-0.002
622,0.6114,-0.002
623,0.6124,0.01
624,0.6134,0.01
625,0.6144,-0.002
626,0.6153,-0.002
627,0.6163,0.01
628,0.6173,-0.002
629,0.6183,-0.002
630,0.6192,-0.012
631,0.6202,0.01
632,0.6212,0.01
633,0.6222,-0.002
634,0.6231,-0.014
635,0.6241,-0.002
636,0.6251,-0.012
637,0.6261,0.02
638,0.6271,-0.014
639,0.628,-0.024
640,0.629,-0.002
641,0.63,0.01
642,0.631,-0.002
643,0.6319,0.032
644,0.6329,-0.002
645,0.6339,0.01
646,0.6349,-0.002
647,0.6359,-0.002
648,0.6368,0.01
649,0.6378,-0.002
650,0.6388,0.01
651,0.6398,-0.024
652,0.6407,-0.002
653,0.6417,0.01
654,0.6427,0.01
655,0.6437,-0.012
656,0.6447,0.01
657,0.6456,-0.002
658,0.6466,-0.002
659,0.6476,0.01
660,0.6486,0.01
661,0.6495,0.01
662,0.6505,0.01
663,0.6515,-0.002
664,0.6525,-0.012
665,0.6534,-0.002
666,0.6544,-0.002
667,0.6554,0.01
668,0.6564,0.01
669,0.6574,0.01
670,0.6583,-0.014
671,0.6593,0.02
672,0.6603,-0.002
673,0.6613,0.01
674,0.6622,-0.002
675,0.6632,-0.002
676,0.6642,-0.002
677,0.6652,-0.014
678,0.6661,0.01
679,0.6671,-0.014
680,0.6681,0.032
681,0.6691,0.01
682,0.67,0.01
683,0.671,0.01
684,0.672,0.01
685,0.673,-0.002
686,0.6739,-0.012
687,0.6749,-0.002
688,0.6759,-0.002
689,0.6769,-0.002
690,0.6779,0.01
691,0.6788,-0.002
692,0.6798,0.01
693,0.6808,-0.002
694,0.6818,0.01
695,0.6827,-0.002
696,0.6837,-0.002
697,0.6847,-0.002
698,0.6857,-0.002
699,0.6866,0.01
700,0.6876,0.02
701,0.6886,-0.002
702,0.6896,0.032
703,0.6905,0.01
704,0.6915,-0.002
705,0.6925,-0.002
706,0.6935,-0.002
707,0.6944,0.01
708,0.6954,-0.002
709,0.6964,-0.012
710,0.6974,-0.002
711,0.6983,0.01
712,0.6993,0.01
713,0.7003,-0.002
714,0.7013,-0.002
715,0.7023,0.01
716,0.7032,0.01
717,0.7042,-0.002
718,0.7052,-0.002
719,0.7062,0.01
720,0.7071,-0.002
721,0.7081,0.01
722,0.7091,-0.002
723,0.7101,0.02
724,0.7111,0.01
725,0.712,0.01
726,0.713,-0.014
727,0.714,0.01
728,0.715,0.01
729,0.7159,0.02
730,0.7169,-0.002
731,0.7179,-0.002
732,0.7189,0.01
733,0.7198,0.01
734,0.7208,0.01
735,0.7218,0.01
736,0.7228,0.01
737,0.7238,0.01
738,0.7247,-0.002
739,0.7257,0.01
740,0.7267,0.02
741,0.7277,-0.024
742,0.7286,-0.002
743,0.7296,0.01
744,0.7306,-0.002
745,0.7316,0.02
746,0.7326,0.01
747,0.7335,-0.002
748,0.7345,-0.002
749,0.7355,0.01
750,0.7365,-0.002
751,0.7374,0.01
752,0.7384,0.01
753,0.7394,0.01
754,0.7404,0.02
755,0.7413,0.01
756,0.7423,0.01
757,0.7433,0.01
758,0.7443,-0.002
759,0.7453,0.01
760,0.7462,-0.012
761,0.7472,-0.002
762,0.7482,0.01
763,0.7492,-0.002
764,0.7501,0.01
765,0.7511,-0.002
766,0.7521,-0.012
767,0.753,-0.012
768,0.754,0.02
769,0.7549,-0.002
770,0.7559,0.01
771,0.7568,-0.002
772,0.7578,0.01
773,0.7587,-0.024
774,0.7597,-0.012
775,0.7606,-0.002
776,0.7616,-0.002
777,0.7625,-0.002
778,0.7635,0.01
779,0.7644,0.01
780,0.7654,-0.014
781,0.7663,0.01
782,0.7673,0.01
783,0.7682,-0.012
784,0.7692,-0.012
785,0.7701,0.01
786,0.7711,-0.002
787,0.772,-0.002
788,0.773,0.01
789,0.7739,-0.002
790,0.7749,-0.002
791,0.7758,-0.014
792,0.7768,0.01
793,0.7777,-0.002
794,0.7787,-0.002
795,0.7796,0.01
796,0.7806,0.01
797,0.7815,0.01
798,0.7825,-0.014
799,0.7834,0.01
800,0.7844,0.02
801,0.7853,0.01
802,0.7863,-0.002
803,0.7872,-0.002
804,0.7882,0.01
805,0.7891,0.01
806,0.7901,0.02
807,0.791,-0.012
808,0.792,-0.002
809,0.7929,-0.002
810,0.7939,-0.012
811,0.7949,-0.014
812,0.7958,-0.002
813,0.7968,-0.002
814,0.7978,0.01
815,0.7988,-0.002
816,0.7998,-0.012
817,0.8008,0.01
818,0.8018,-0.002
819,0.8028,-0.002
820,0.8038,0.01
821,0.8048,-0.002
822,0.8058,0.01
823,0.8068,-0.002
824,0.8078,0.02
825,0.8088,0.01
826,0.8098,0.01
827,0.8108,-0.002
828,0.8118,0.01
